username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls,city,query,date_range
Gregoradio,Dodgers,"A national treasure. Miss you, Mr. Scully. Thanks.",0,1,0,1243650054042288129,https://twitter.com/Gregoradio/status/1243650054042288129,3226550886,2020-03-27 21:24:13+00:00,Fri Mar 27 21:24:13 +0000 2020,,,,https://twitter.com/Dodgers/status/1243611262732210176,springfield,,"('2020-03-13', '2020-03-28')"
willplattner,,IHSA: IHSA: Petition to allow spring sports to spill over into summer for high school athletes. - Sign the Petition! http://chng.it/5BGz6J9G via @Change,0,3,0,1243648742248546304,https://twitter.com/willplattner/status/1243648742248546304,851287464828325888,2020-03-27 21:19:00+00:00,Fri Mar 27 21:19:00 +0000 2020,,@Change,,http://chng.it/5BGz6J9G,springfield,,"('2020-03-13', '2020-03-28')"
foneguy2,Timalle41701099,@scottybscout,0,1,0,1243648610111229954,https://twitter.com/foneguy2/status/1243648610111229954,15182980,2020-03-27 21:18:29+00:00,Fri Mar 27 21:18:29 +0000 2020,,@scottybscout,,https://twitter.com/Timalle41701099/status/1243590327300247559,springfield,,"('2020-03-13', '2020-03-28')"
TheRobertLeach,,I was quite the party animal let me tell you https://twitter.com/TheMattKnicks/status/1243593253385011200,0,1,0,1243646964958400513,https://twitter.com/TheRobertLeach/status/1243646964958400513,1153189729346736129,2020-03-27 21:11:56+00:00,Fri Mar 27 21:11:56 +0000 2020,,,,https://twitter.com/TheMattKnicks/status/1243593253385011200,springfield,,"('2020-03-13', '2020-03-28')"
noodlechecker,tribelaw,If someone dies of flu-like symptoms but they were not tested for Covid-19 are they counting them as covid19 deaths. Does less testing mean less confirmation which makes the total #of deaths look less than other countries that did more testing. Could this be true? . @cnn @maddow,0,1,0,1243644656912674821,https://twitter.com/noodlechecker/status/1243644656912674821,133803751,2020-03-27 21:02:46+00:00,Fri Mar 27 21:02:46 +0000 2020,,@CNN @maddow,,,springfield,,"('2020-03-13', '2020-03-28')"
AakashRaut,,"I’m on the webinar with @LewisHowes, about successful side hustles. What is the best way to build your brand?",0,2,0,1243642771124125702,https://twitter.com/AakashRaut/status/1243642771124125702,15360995,2020-03-27 20:55:17+00:00,Fri Mar 27 20:55:17 +0000 2020,,@LewisHowes,,,springfield,,"('2020-03-13', '2020-03-28')"
DaleshaR1424,,Lot’s of new videos for your viewing pleasure. Great things are coming!!!!! #NewVlogs #OutAndAbout #couplevloggers #DaleshasLife #DaleshaAndManny #WereGrowing #mixedcouples #girlfriendandboyfriend #dating… https://www.instagram.com/p/B-QEbH0AlDC/?igshid=1prdocmhpeyhg,0,0,0,1243641249401364484,https://twitter.com/DaleshaR1424/status/1243641249401364484,2272565912,2020-03-27 20:49:14+00:00,Fri Mar 27 20:49:14 +0000 2020,#NewVlogs #OutAndAbout #couplevloggers #DaleshasLife #DaleshaAndManny #WereGrowing #mixedcouples #girlfriendandboyfriend #dating,,,https://www.instagram.com/p/B-QEbH0AlDC/?igshid=1prdocmhpeyhg,springfield,,"('2020-03-13', '2020-03-28')"
DavidEmuze,IlliniTrackXC,Can’t wait ,0,7,0,1243639006581194754,https://twitter.com/DavidEmuze/status/1243639006581194754,749555059978043392,2020-03-27 20:40:19+00:00,Fri Mar 27 20:40:19 +0000 2020,,,,https://twitter.com/IlliniTrackXC/status/1243636894640017408,springfield,,"('2020-03-13', '2020-03-28')"
UISCampusRec,,Today we have some dinosaur workouts for you! ,0,0,0,1243637893073178624,https://twitter.com/UISCampusRec/status/1243637893073178624,851374050,2020-03-27 20:35:54+00:00,Fri Mar 27 20:35:54 +0000 2020,,,,,springfield,,"('2020-03-13', '2020-03-28')"
Cylenus,,@adrianpaul1 Every time I come here I think two things: Council of Elrond Or Great place for Duncan MacLeod to have a duel. – at Lincoln Memorial Garden &amp; Nature Center,0,0,0,1243637783329202178,https://twitter.com/Cylenus/status/1243637783329202178,178379392,2020-03-27 20:35:27+00:00,Fri Mar 27 20:35:27 +0000 2020,,@adrianpaul1,,,springfield,,"('2020-03-13', '2020-03-28')"
